index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
S1709,CENTRE D'HÉBERGEMENT DE LACHINE,CHSLD,Nursing and residential care facilities,Province of Québec,,650, place d'accueil,H8S 3Z5,montréal,Quebec,"650, place d'Accueil",Montréal,2466023.0,24,45.440555000000000,-73.689536
S1710,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,"CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,216, rue principale,G0S 1J0,fortierville,Quebec,"216, rue Principale",Fortierville,2438047.0,24,46.486357,-72.030378
S1711,CENTRE D'HÉBERGEMENT LOUIS-RIEL,CHSLD,Nursing and residential care facilities,Province of Québec,,2120, rue augustin-cantin,H3K 3G3,montréal,Quebec,"2120, rue Augustin-Cantin",Montréal,2466023.0,24,45.481951,-73.566305
S1712,CENTRE D'HÉBERGEMENT RÉAL-MOREL,CHSLD,Nursing and residential care facilities,Province of Québec,,3500, rue wellington,H4G 1T3,montréal,Quebec,"3500, rue Wellington",Montréal,2466023.0,24,45.468535000000000,-73.564785
S1713,CENTRE D'HÉBERGEMENT YVON-BRUNET,CHSLD,Nursing and residential care facilities,Province of Québec,,6250, avenue newman,H4E 4K4,montréal,Quebec,"6250, avenue Newman",Montréal,2466023.0,24,45.453839,-73.603465
S1714,CENTRE D'HÉBERGEMENT DE SAINT-HENRI,CHSLD,Nursing and residential care facilities,Province of Québec,,5205, rue notre-dame ouest,H4C 3L2,montréal,Quebec,"5205, rue Notre-Dame Ouest",Montréal,2466023.0,24,45.469662,-73.59397300000000
S1715,CHSLD DE CARTIERVILLE,CHSLD,Nursing and residential care facilities,Province of Québec,,12235, rue grenet,H4J 2N9,montréal,Quebec,"12235, rue Grenet",Montréal,2466023.0,24,45.531461,-73.71717
S1716,CHSLD LAURENDEAU,CHSLD,Nursing and residential care facilities,Province of Québec,,1725, boulevard gouin est,H2C 3H6,montréal,Quebec,"1725, boulevard Gouin Est",Montréal,2466023.0,24,45.568139,-73.662337
S1717,CENTRE D'HÉBERGEMENT PAUL-ÉMILE-LÉGER,CHSLD,Nursing and residential care facilities,Province of Québec,,66, boulevard rené-lévesque est,H2X 1N3,montréal,Quebec,"66, boulevard René-Lévesque Est",Montréal,2466023.0,24,45.509309,-73.55999
S1718,CENTRE D'HÉBERGEMENT ÉMILIE-GAMELIN,CHSLD,Nursing and residential care facilities,Province of Québec,,1440, rue dufresne,H2K 3J3,montréal,Quebec,"1440, rue Dufresne",Montréal,2466023.0,24,45.528382,-73.548129
S1719,CHSLD DE SAINT-MICHEL,CHSLD,Nursing and residential care facilities,Province of Québec,,3130, rue jarry est,H1Z 4N8,montréal,Quebec,"3130, rue Jarry Est",Montréal,2466023.0,24,45.561965,-73.61026600000000
S1720,CHSLD BENJAMIN-VICTOR-ROUSSELOT,CHSLD,Nursing and residential care facilities,Province of Québec,,5655, rue sherbrooke est,H1N 1A4,montréal,Quebec,"5655, rue Sherbrooke Est",Montréal,2466023.0,24,45.572941,-73.550851
S1721,"HÔPITAL, CLSC ET CENTRE D'HÉBERGEMENT D'ASBESTOS","CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,475,3e avenue,J1T 1X6,asbestos,Quebec,"475, 3e Avenue",Asbestos,2440043.0,24,45.771765,-71.92608100000000
S1722,CHSLD JEAN-HUBERT-BIERMANS,CHSLD,Nursing and residential care facilities,Province of Québec,,7905, rue sherbrooke est,H1L 1A4,montréal,Quebec,"7905, rue Sherbrooke Est",Montréal,2466023.0,24,45.59626,-73.536452
S1723,CENTRE D'HÉBERGEMENT FERNAND-LAROCQUE,CHSLD,Nursing and residential care facilities,Province of Québec,,5436, boulevard lévesque est,H7C 1N7,laval,Quebec,"5436, boulevard Lévesque Est",Laval,2465005.0,24,45.61547,-73.643979
S1724,CENTRE D'HÉBERGEMENT LIONEL-ÉMOND,CHSLD,Nursing and residential care facilities,Province of Québec,,125, boulevard lionel-émond,J8Y 5S8,gatineau,Quebec,"125, boulevard Lionel-Émond",Gatineau,2481017.0,24,45.445274,-75.748486
S1725,CENTRE DE RÉADAPTATION EN DÉPENDANCE JEAN-PATRICE-CHIASSON,CRD,Nursing and residential care facilities,Province of Québec,,1930, rue king ouest,J1J 2E2,sherbrooke,Quebec,"1930, rue King Ouest",Sherbrooke,2443027.0,24,45.397666,-71.922211
S1726,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE GATINEAU,CRDITED,Ambulatory health care services,Province of Québec,,594, boulevard de l'hôpital,J8V 2S9,gatineau,Quebec,"594, boulevard de l'Hôpital",Gatineau,2481017.0,24,45.496184,-75.688451
S1727,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION KELLY,CRJDA,Nursing and residential care facilities,Province of Québec,,671, rue longpré,J1G 3C1,sherbrooke,Quebec,"671, rue Longpré",Sherbrooke,2443027.0,24,45.398131,-71.861058
S1728,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE RIVIÈRE-DU-LOUP,CRJDA,Nursing and residential care facilities,Province of Québec,,70, rue saint-henri,G5R 2A1,rivière-du-loup,Quebec,"70, rue Saint-Henri",Rivière-du-Loup,2412072.0,24,47.820861,-69.53784300000000
S1729,CHSLD PIE-XII,CHSLD,Nursing and residential care facilities,Province of Québec,,512, avenue richard,J9X 4M1,rouyn-noranda,Quebec,"512, avenue Richard",Rouyn-Noranda,2486042.0,24,48.228681,-79.01664700000000
S1730,CENTRE D'HÉBERGEMENT DU CHEVALIER-DE LÉVIS,CHSLD,Nursing and residential care facilities,Province of Québec,,40, rue lévis,J4H 1S5,longueuil,Quebec,"40, rue Lévis",Longueuil,2458227.0,24,45.538732,-73.502611
S1731,CHSLD SAINTE-CROIX,CHSLD,Nursing and residential care facilities,Province of Québec,,300, rue du docteur-poulin,J3M 1L7,marieville,Quebec,"300, rue du Docteur-Poulin",Marieville,2455048.0,24,45.435222000000000,-73.15926
S1732,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC-DE-COATICOOK,"CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,138, rue jeanne-mance,J1A 1W3,coaticook,Quebec,"138, rue Jeanne-Mance",Coaticook,2444037.0,24,45.134979,-71.812335
S1733,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DU CENTRE-VILLE-DE-SAINT-JÉRÔME,CRDPV,Ambulatory health care services,Province of Québec,,225, rue du palais,J7Z 1X7,saint-jérôme,Quebec,"225, rue du Palais",Saint-Jérôme,2475017.0,24,45.778627,-74.001716
S1734,ATELIER ET CENTRE D'ACTIVITÉS DE JOUR DE FARNHAM,CRDITED,Ambulatory health care services,Province of Québec,,1265, rue george-f.-slack,J2N 3G4,farnham,Quebec,"1265, rue George-F.-Slack",Farnham,2446112.0,24,45.292631,-72.960048
S1735,CENTRE D'HÉBERGEMENT ÉLISAlbertaETH-LAFRANCE,CHSLD,Nursing and residential care facilities,Province of Québec,,151, rue george,J3P 1C8,sorel-tracy,Quebec,"151, rue George",Sorel-Tracy,2453052.0,24,46.046326,-73.108815
S1736,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE REPENTIGNY,CRDPV,Ambulatory health care services,Province of Québec,,60, boulevard aubert,J6A 4N8,repentigny,Quebec,"60, boulevard Aubert",Repentigny,2460013.0,24,45.740588,-73.45274600000000
S1737,CHSLD DOCTEUR-AIMÉ-LEDUC,CHSLD,Nursing and residential care facilities,Province of Québec,,80, rue du marché,J6T 1P5,salAlbertaerry-de-valleyfield,Quebec,"80, rue du Marché",SalAlbertaerry-de-Valleyfield,2470052.0,24,45.254207,-74.13588400000000
S1738,CENTRE D'HÉBERGEMENT D'ACTON VALE,CHSLD,Nursing and residential care facilities,Province of Québec,,1268, rue ricard,J0H 1A0,acton vale,Quebec,"1268, rue Ricard",Acton Vale,2448028.0,24,45.652999,-72.565647
S1739,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINT-THOMAS,CRJDA,Nursing and residential care facilities,Province of Québec,,791, rue principale,J0K 3L0,saint-thomas,Quebec,"791, rue Principale",Saint-Thomas,2461027.0,24,46.014318000000000,-73.353875
S1740,CHSLD DE RIGAUD,CHSLD,Nursing and residential care facilities,Province of Québec,,5, rue d'amour,J0P 1P0,rigaud,Quebec,"5, rue d'Amour",Rigaud,2471133.0,24,45.474005,-74.30484800000000
S1741,CENTRE D'ACTIVITÉS DE JOUR DE MANSONVILLE,CRDITED,Ambulatory health care services,Province of Québec,,282, rue principale,J0E 1X0,potton,Quebec,"282, rue Principale",Potton,2445030.0,24,45.048565,-72.39198500000000
S1742,CENTRE D'ACTIVITÉS DE JOUR DU GRANIT,CRDITED,Ambulatory health care services,Province of Québec,,6435, rue notre-dame,G6B 2M9,lac-mégantic,Quebec,"6435, rue Notre-Dame",Lac-Mégantic,2430030.0,24,45.570856,-70.87535600000000
S1743,CLSC DE SENNETERRE,"CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,961, rue de la clinique,J0Y 2M0,senneterre,Quebec,"961, rue de la Clinique",Senneterre,2489040.0,24,48.384388,-77.252997
S1744,ATELIER ET CENTRE D'ACTIVITÉS DE JOUR D'ASBESTOS,CRDITED,Ambulatory health care services,Province of Québec,,200, rue letendre,J1T 1E3,asbestos,Quebec,"200, rue Letendre",Asbestos,2440043.0,24,45.777935,-71.966623
S1745,CENTRE DE JOUR LE BEL ÂGE,CHSLD,Nursing and residential care facilities,Province of Québec,,6,6e avenue,J1S 2Z8,windsor,Quebec,"6, 6e Avenue",Windsor,2442088.0,24,45.571531,-71.99369900000000
S1746,CENTRE D'HÉBERGEMENT D'ASSISE,CHSLD,Nursing and residential care facilities,Province of Québec,,45, rue leclerc,G1L 2G1,québec,Quebec,"45, rue Leclerc",Québec,2423027.0,24,46.828598,-71.23881300000000
S1747,CENTRE D'HÉBERGEMENT DE REPENTIGNY,CHSLD,Nursing and residential care facilities,Province of Québec,,250, boulevard brien,J6A 7E9,repentigny,Quebec,"250, boulevard Brien",Repentigny,2460013.0,24,45.748717,-73.465231
S1748,RÉSIDENCE RIVIERA,CHSLD,Nursing and residential care facilities,Province of Québec,,2999, boulevard notre-dame,H7V 4C4,laval,Quebec,"2999, boulevard Notre-Dame",Laval,2465005.0,24,45.548676,-73.734368
S1749,CENTRE D'HÉBERGEMENT DE LA VILLA-LES-TILLEULS,CHSLD,Nursing and residential care facilities,Province of Québec,,5590, boulevard des laurentides,H7K 2K2,laval,Quebec,"5590, boulevard des Laurentides",Laval,2465005.0,24,45.626758,-73.75224
S1750,CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE VITRÉ,CHSLD,Nursing and residential care facilities,Province of Québec,,2355, avenue de vitré,G1J 5B3,québec,Quebec,"2355, avenue de Vitré",Québec,2423027.0,24,46.841109,-71.229965
S1751,CENTRE DE CRISE ÉMILE-NELLIGAN,CHSLD,Nursing and residential care facilities,Province of Québec,,8710, rue de marseille,H1L 1R9,montréal,Quebec,"8710, rue de Marseille",Montréal,2466023.0,24,45.603113,-73.525837
S1752,CHÂTEAU SUR LE LAC,CHSLD,Nursing and residential care facilities,Province of Québec,,16289, boulevard gouin ouest,H9H 1E2,montréal,Quebec,"16289, boulevard Gouin Ouest",Montréal,2466023.0,24,45.477991000000000,-73.874465
S1753,"CLSC, HOPITAL ET CENTRE D'HEBERGEMENT CHRIST-ROI","CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,900, boulevard wilfrid-hamel,G1M 2R9,québec,Quebec,"900, boulevard Wilfrid-Hamel",Québec,2423027.0,24,46.810782,-71.258207
S1754,POINT DE SERVICE DE LA MRC CÔTE-DE-GASPÉ,CRDITED,Ambulatory health care services,Province of Québec,,41, boulevard renard est,G4X 5R1,gaspé,Quebec,"41, boulevard Renard Est",Gaspé,2403005.0,24,48.993604,-64.393548
S1755,CENTRE D'HÉBERGEMENT CHAMPLAIN-DES-MONTAGNES,CHSLD,Nursing and residential care facilities,Province of Québec,,791, rue de sherwood,G2N 1X7,québec,Quebec,"791, rue de Sherwood",Québec,2423027.0,24,46.90507,-71.320225
S1756,ATELIER KATERI,CRDITED,Ambulatory health care services,Province of Québec,,27, rue goodfellow,J5B 1V2,delson,Quebec,"27, rue Goodfellow",Delson,2467025.0,24,45.360871,-73.534564
S1757,SERVICES DE JOUR DE VAUDREUIL,CRDITED,Ambulatory health care services,Province of Québec,,401, boulevard harwood,J7V 7W1,vaudreuil-dorion,Quebec,"401, boulevard Harwood",Vaudreuil-Dorion,2471083.0,24,45.379648000000000,-74.02015900000000
S1758,SECTEUR VALLEYFIELD - AED,CRDITED,Ambulatory health care services,Province of Québec,,30, rue saint-thomas,J6T 4J2,salAlbertaerry-de-valleyfield,Quebec,"30, rue Saint-Thomas, bureau 200",SalAlbertaerry-de-Valleyfield,2470052.0,24,45.255307,-74.133834
S1759,SERVICES DE JOUR DE CHAMBLY,CRDITED,Ambulatory health care services,Province of Québec,,961, boulevard de périgny,J3L 4P3,chambly,Quebec,"961, boulevard de Périgny",Chambly,2457005.0,24,45.450271,-73.297195
S1760,CENTRE D'ACTIVITÉS DE JOUR DORCHESTER,CRDITED,Ambulatory health care services,Province of Québec,,640, rue dorchester,J3B 5A4,saint-jean-sur-richelieu,Quebec,"640, rue Dorchester",Saint-Jean-sur-Richelieu,2456083.0,24,45.320160000000000,-73.270173
S1761,CENTRE D'ACTIVITÉS DE JOUR DE HENRYVILLE,CRDITED,Ambulatory health care services,Province of Québec,,122, rue grégoire,J0J 1E0,henryville,Quebec,"122, rue Grégoire",Henryville,2456042.0,24,45.138809,-73.193584
S1762,CENTRE D'ACTIVITÉS DE JOUR DE NAPIERVILLE,CRDITED,Ambulatory health care services,Province of Québec,,169, rue saint-jacques,J0J 1L0,napierville,Quebec,"169, rue Saint-Jacques",Napierville,2468030.0,24,45.17913,-73.397313
S1763,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,"CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,675, rue saint-jean-baptiste,J3T 1S4,nicolet,Quebec,"675, rue Saint-Jean-Baptiste",Nicolet,2450072.0,24,46.23147,-72.626501
S1764,CENTRE D'ACTIVITÉS DE JOUR DE SAINT-ALEXANDRE,CRDITED,Ambulatory health care services,Province of Québec,,433-C, rue saint-denis,J0J 1S0,saint-alexandre,Quebec,"433-C, rue Saint-Denis",Saint-Alexandre,2456055.0,24,45.239773,-73.11556800000000
S1765,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME MARIA-CHAPDELAINE,CRDITED,Ambulatory health care services,Province of Québec,,121, rue louis-hémon,G8L 6H5,dolbeau-mistassini,Quebec,"121, rue Louis-Hémon",Dolbeau-Mistassini,2492022.0,24,48.888306,-72.202811
S1766,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE MÉTAlbertaETCHOUAN-LAC-À-LA-CROIX,CRDITED,Ambulatory health care services,Province of Québec,,1569,route 169,G8G 1A8,métAlbertaetchouan--lac-à-la-croix,Quebec,"1569, Route 169",MétAlbertaetchouan--Lac-à-la-Croix,2493012.0,24,48.438926,-71.842668
S1767,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DU LONG-SAULT,CRDITED,Ambulatory health care services,Province of Québec,,2509, rue du long-sault,G7X 4J2,saguenay,Quebec,"2509, rue du Long-Sault",Saguenay,2494068.0,24,48.400163,-71.23810300000000
S1768,CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-SAINT-FRANÇOIS,CHSLD,Nursing and residential care facilities,Province of Québec,,4105, montée masson,H7B 1B6,laval,Quebec,"4105, montée Masson",Laval,2465005.0,24,45.685602,-73.62737
S1769,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION HARMONY,CRJDA,Nursing and residential care facilities,Province of Québec,,7495, rue chAlbertaot,H2E 2L2,montréal,Quebec,"7495, rue ChAlbertaot",Montréal,2466023.0,24,45.55142,-73.610702
S1770,CENTRE DE RÉADAPTATION EN DÉPENDANCE SAINT-RENÉ,CRD,Nursing and residential care facilities,Province of Québec,,444, boulevard saint-rené est,J8P 8A9,gatineau,Quebec,"444, boulevard Saint-René Est",Gatineau,2481017.0,24,45.492729,-75.639134
S1771,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE SAINDON,CRDITED,Ambulatory health care services,Province of Québec,,85, rue notre-dame,G0T 1L0,notre-dame-des-monts,Quebec,"85, rue Notre-Dame",Notre-Dame-des-Monts,2415025.0,24,47.664542,-70.384174
S1772,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE DE SAINT-HILARION (ROUTE 138),CRDITED,Ambulatory health care services,Province of Québec,,338,route 138,G0A 3V0,saint-hilarion,Quebec,"338, Route 138",Saint-Hilarion,2416050.0,24,47.575102,-70.40414400000000
S1773,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME SAINT-PAUL,CRDITED,Ambulatory health care services,Province of Québec,,800, rue saint-paul,G9A 1J1,trois-rivières,Quebec,"800, rue Saint-Paul",Trois-Rivières,2437067.0,24,46.350473,-72.540448
S2,CISSS DE LA MONTÉRÉGIE-OUEST — HÔPITAL BARRIE MEMORIAL,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J0S 1K0,ormstown,Quebec,,,,24,,
S236,HÔPITAL DE BAIE-SAINT-PAUL,general,Hospitals,Public Health Agency of Canada,,74,rue ambroise-farfard,G3Z 2J6,baie-saint-paul,Quebec,"74, rue ambroise-farfard baie-saint-paul Quebec g3z 2j6",Baie-Saint-Paul,2416013.0,24,47.4398246,-70.5120899
S237,INSTITUT NATIONAL DE PSYCHIATRIE LÉGALE PHILIPPE-PINEL,CHPSY,Hospitals,Province of Québec,,10905, boulevard henri-bourassa est,H1C 1H1,montréal,Quebec,"10905, boulevard Henri-Bourassa Est",Montréal,2466023.0,24,45.656057000000000,-73.53361600000000
S238,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CLOUTIER,"CHSGS, CLSC, CHSLD, CRDPA, CRDPM, CRDPV, CRDPL",Hospitals,Province of Québec,,155, rue toupin,G8T 3Z8,trois-rivières,Quebec,"155, rue Toupin",Trois-Rivières,2437067.0,24,46.365267000000000,-72.504983
S239,CENTRE DE SERVICES AMBULATOIRES DE SOINS PSYCHIATRIQUES CRAWFORD,CHPSY,Hospitals,Province of Québec,,7105, boulevard lasalle,H4H 1R2,montréal,Quebec,"7105, boulevard Lasalle",Montréal,2466023.0,24,45.439396,-73.58144
S240,HÔPITAL RÉGIONAL DE PORTNEUF CLSC DE SAINT-RAYMOND,"CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,700, rue saint-cyrille,G3L 1W1,saint-raymond,Quebec,"700, rue Saint-Cyrille",Saint-Raymond,2434128.0,24,46.894933,-71.822153
S241,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE VACHON,CRDPV,Ambulatory health care services,Province of Québec,,375, rue vachon,G8T 8P6,trois-rivières,Quebec,"375, rue Vachon",Trois-Rivières,2437067.0,24,46.372394,-72.553249
S242,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE GATINEAU,CRDITED,Ambulatory health care services,Province of Québec,,124, rue lois,J8Y 3R7,gatineau,Quebec,"124, rue Lois",Gatineau,2481017.0,24,45.43629,-75.7315
S243,CENTRE D'ACTIVITÉS DE JOUR DE LA BASILIQUE SAINTE-ANNE,CRDITED,Ambulatory health care services,Province of Québec,,10026, boulevard sainte-anne,G0A 3C0,sainte-anne-de-beaupré,Quebec,"10026, boulevard Sainte-Anne",Sainte-Anne-de-Beaupré,2421030.0,24,47.025289,-70.92017
S244,ATELIER DE SAINT-BASILE,CRDITED,Ambulatory health care services,Province of Québec,,364, rue sainte-angélique,G0A 3G0,saint-basile,Quebec,"364, rue Sainte-Angélique",Saint-Basile,2434038.0,24,46.757429000000000,-71.82436900000000
S245,CENTRE D'ACTIVITÉS DE JOUR DE L'ÎLE-D'ORLÉANS - SAINT-PIERRE,CRDITED,Ambulatory health care services,Province of Québec,,1147, chemin royal,G0A 4E0,saint-pierre-de-l'île-d'orléans,Quebec,"1147, chemin Royal",Saint-Pierre-de-l'Île-d'Orléans,2420025.0,24,46.886761,-71.077578
S246,CENTRE D'ACTIVITÉS DE JOUR ANDRÉ-COINDRE,CRDITED,Ambulatory health care services,Province of Québec,,5030, rue clément-lockquell,G3A 1B3,saint-augustin-de-desmaures,Quebec,"5030, rue Clément-Lockquell",Saint-Augustin-de-Desmaures,2423072.0,24,46.736756,-71.399851
S247,CENTRE D'ACTIVITÉS DE JOUR DE LA MENNAIS,CRDITED,Ambulatory health care services,Province of Québec,,5040, rue clément-lockquell,G3A 1B3,saint-augustin-de-desmaures,Quebec,"5040, rue Clément-Lockquell",Saint-Augustin-de-Desmaures,2423072.0,24,46.736756,-71.399851
S248,CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - LOUIS-XIV (2436),CRDITED,Ambulatory health care services,Province of Québec,,2436, boulevard louis-xiv,G1C 1B3,québec,Quebec,"2436, boulevard Louis-XIV",Québec,2423027.0,24,46.895961,-71.207768
S249,ATELIER DE QUÉBEC - CENTRE PLACE DE NEMOURS,CRDITED,Ambulatory health care services,Province of Québec,,905, rue de nemours,G1H 6Z5,québec,Quebec,"905, rue de Nemours, bureau 10",Québec,2423027.0,24,46.851554,-71.239731
S250,CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - RACINE,CRDITED,Ambulatory health care services,Province of Québec,,341, rue racine,G2B 1E9,québec,Quebec,"341, rue Racine",Québec,2423027.0,24,46.850254,-71.361126
S251,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,"CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,3569, rue laval,G6B 1A5,lac-mégantic,Quebec,"3569, rue Laval",Lac-Mégantic,2430030.0,24,45.588594,-70.90579100000000
S252,CENTRE D'ACTIVITÉS DE JOUR DE PORTNEUF - SAINT-GERMAIN,CRDITED,Ambulatory health care services,Province of Québec,,791-A, avenue saint-germain,G0A 2Z0,portneuf,Quebec,"791-A, avenue Saint-Germain",Portneuf,2434048.0,24,46.711101,-71.885862
S253,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE QUÉBEC,CRD,Ambulatory health care services,Province of Québec,,2525, chemin de la canardière,G1J 2G3,québec,Quebec,"2525, chemin de la Canardière",Québec,2423027.0,24,46.845614000000000,-71.22159
S254,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LÉON-RINGUET,CRJDA,Nursing and residential care facilities,Province of Québec,,8430, boulevard gouin est,H1E 1C1,montréal,Quebec,"8430, boulevard Gouin Est",Montréal,2466023.0,24,45.646259,-73.593365
S255,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION JEAN-DARCET,CRJDA,Nursing and residential care facilities,Province of Québec,,11555, avenue bossuet,H1G 4H1,montréal,Quebec,"11555, avenue Bossuet",Montréal,2466023.0,24,45.609017,-73.620857
S256,CENTRE D'HÉBERGEMENT CHAMPLAIN - JEAN-LOUIS-LAPIERRE,CHSLD,Nursing and residential care facilities,Province of Québec,,199, rue saint-pierre,J5A 2N8,saint-constant,Quebec,"199, rue Saint-Pierre",Saint-Constant,2467035.0,24,45.367063,-73.570989
S257,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,CRD,Nursing and residential care facilities,Province of Québec,,2455, avenue lionel-groulx,H3J 1J6,montréal,Quebec,"2455, avenue Lionel-Groulx",Montréal,2466023.0,24,45.484724,-73.576677
S258,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,CRD,Nursing and residential care facilities,Province of Québec,,1790, chemin du lac-écho,J0R 1T0,prévost,Quebec,"1790, chemin du Lac-Écho",Prévost,2475040.0,24,45.880879,-74.014337
S259,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION VINCENT-CHAGNON,CRJDA,Nursing and residential care facilities,Province of Québec,,27, rue vincent-chagnon,G6V 4V6,lévis,Quebec,"27, rue Vincent-Chagnon",Lévis,2425213.0,24,46.803813,-71.174476
S260,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DU HAUT-SAINT-FRANÇOIS,CRDPM,Ambulatory health care services,Province of Québec,,53, rue angus sud,J0B 1R0,east angus,Quebec,"53, rue Angus Sud",East Angus,2441060.0,24,45.479497000000000,-71.66431800000000
S261,RESSOURCE L'ENVOLÉE,CRDPM,Ambulatory health care services,Province of Québec,,355, rue thibault,J1H 6N5,sherbrooke,Quebec,"355, rue Thibault",Sherbrooke,2443027.0,24,45.374575,-71.886921
S262,HÔPITAL CHAUVEAU,"CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,11999, rue de l'hôpital,G2A 2T7,québec,Quebec,"11999, rue de l'Hôpital",Québec,2423027.0,24,46.853199,-71.369963
S263,CENTRE D'HÉBERGEMENT CHAMPLAIN-DU-CHÂTEAU,CHSLD,Nursing and residential care facilities,Province of Québec,,1231, rue olivier-marie-gendron,J0K 1A0,berthierville,Quebec,"1231, rue Olivier-Marie-Gendron",Berthierville,2452035.0,24,46.071219,-73.181925
S264,CENTRE D'HÉBERGEMENT FATHER-DOWD,CHSLD,Nursing and residential care facilities,Province of Québec,,6565, chemin hudson,H3S 2T7,montréal,Quebec,"6565, chemin Hudson",Montréal,2466023.0,24,45.507126,-73.63068
S265,CENTRE D'ACTIVITÉS DE JOUR DE SHERBROOKE - QUEEN,CRDITED,Ambulatory health care services,Province of Québec,,36, rue queen,J1M 1H9,sherbrooke,Quebec,"36, rue Queen",Sherbrooke,2443027.0,24,45.359805,-71.858035
S266,ATELIER DU HAUT-SAINT-FRANÇOIS,CRDITED,Ambulatory health care services,Province of Québec,,53, rue angus sud,J0B 1R0,east angus,Quebec,"53, rue Angus Sud",East Angus,2441060.0,24,45.479497000000000,-71.66431800000000
S267,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LIMOILOU,CRJDA,Nursing and residential care facilities,Province of Québec,,2995, avenue valmont-martin,G1L 4P8,québec,Quebec,"2995, avenue Valmont-Martin",Québec,2423027.0,24,46.833596,-71.254874
S268,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION PIERRE-BOUCHER,CRJDA,Nursing and residential care facilities,Province of Québec,,1810,26e rue,G1J 1J4,québec,Quebec,"1810, 26e Rue",Québec,2423027.0,24,46.845096000000000,-71.231077
S269,CENTRE D'HÉBERGEMENT SAINT-MARGARET,CHSLD,Nursing and residential care facilities,Province of Québec,,50, avenue hillside,H3Z 1V9,westmount,Quebec,"50, avenue Hillside",Westmount,2466032.0,24,45.481971,-73.589629
S270,UNITÉ RÉGIONALE DE RÉADAPTATION DI-TED SAINT-CHARLES,CRDITED,Ambulatory health care services,Province of Québec,,2750, boulevard laframboise,J2S 4Y8,saint-hyacinthe,Quebec,"2750, boulevard Laframboise",Saint-Hyacinthe,2454048.0,24,45.634833,-72.959476
